currency,COP,label.colPesos,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
currency,USD,label.dollar,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
currency,EUR,label.euro,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,31210032,Imports VAT 16% Purchases,Imports VAT 16% Purchases,P,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,31210033,Imports VAT 16% Services,Imports VAT 16% Services,P,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,31210034,VAT Allocated Pruchases,VAT Allocated Pruchases,P,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,31210035,VAT Allocated Services,VAT Allocated Services,P,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,31210036,Services VAT 1;6% Regimen Com·,Services VAT 1;6% Regimen,P,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,31210037,Importing VAT 16%,Importing VAT 16%,P,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,31210050,Services  VAT 16% Regimen Com·,Services  VAT 16% Regimen,P,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,31210051,Purchases VAT 16% Regimen Com·,Purchases VAT 16% Regimen,P,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61100010,Salary,Salary,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61100011,Integral Salary,Integral Salary,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61100012,Integral salary - Non Taxable,Integral salary - Non Taxable,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61100013,Bonus,Bonus,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61100014,Vacations,Vacations,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61100015,Legal Bonus,Legal Bonus,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61100016,Severance,Severance,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61100017,Severance Interest,Severance Interest,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61100018,Pension Plan Contributions,Pension Plan Contributions,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61100019,Pension Plan Amortization,Pension Plan Amortization,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61100021,Indemnification,Indemnification,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61100022,EPS Contributions,EPS Contributions,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61100023,Other Labor payments,Other Labor payments,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61100024,SENA - Students,SENA - Students,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61100025,Caja Comp Familiar Contributio,Caja Comp Familiar Contributions,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61100026,ICBF Contributions,ICBF Contributions,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61100027,Life Insurance,Life Insurance,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61100028,Medical Insurance Plan,Medical Insurance Plan,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61100029,Training,Training,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61100031,Part-time People,Part-time People,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61100032,Personnel Costs Allocation,Personnel Costs Allocation,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61100033,Overtime,Overtime,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61100034,SENA,SENA,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61100035,ARP,ARP,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61100042,Vacations Bonus,Vacations Bonus,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61100043,Employees Mutual Fund,Employees Mutual Fund,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61100044,Additional Legal Bonus,Additional Legal Bonus,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61100050,Clothing,Clothing,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61100053,SPOT BONUS,SPOT BONUS,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61200010,Fixed and Celllular Phones; DD,Fixed and Celllular Phones; DDN;,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61200070,Maintenance Communicat Equipme,Maintenance Communicat Equipment,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61200071,Rental Communicat. Equipment,Rental Communicat. Equipment,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61200072,Mat.& Suppl.Comm.Equippment,Mat.& Suppl.Comm.Equippment,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61400010,Office Supplies,Office Supplies,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61400050,Other Office Expenses,Other Office Expenses,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61400051,Maintenance Office Equipment,Maintenance Office Equipment,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61400052,Real State Tax,Real State Tax,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61400053,Stamp Tax,Stamp Tax,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61400054,VAT Purchases,VAT Purchases,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61400055,VAT Services,VAT Services,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61400056,Notary & other Legal payments,Notary & other Legal payments,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61400057,Rental Office Equipment,Rental Office Equipment,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61400058,Electricity,Electricity,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61400059,Courrier/Postage,Courrier/Postage,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61400060,Banking tax transactions,Banking tax transactions,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61400061,Bank Fees,Bank Fees,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61400062,Other Office Supplies,Other Office Supplies,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61400063,Water Supply,Water Supply,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61400064,Industry & Commerce Tax,Industry & Commerce Tax,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61400107,Technology Transfer,Technology Transfer,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61400116,Economic Rigths - ANH,Economic Rigths - ANH,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61500030,Damages to Third Parties,Damages to Third Parties,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61500041,Electrical Equipment,Electrical Equipment,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61500050,Insurance Transportation,Insurance Transportation,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61500055,Insurance PP&E,Insurance PP&E,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61600010,Private Security,Private Security,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61600020,Army Security,Army Security,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,61600030,Surveillance Equipment,Surveillance Equipment,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,62100010,Oil Transportation by Truck,Oil Transportation by Truck,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,62100020,Transportation Materials &  su,Transportation Materials &  suppl,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,62100022,Otros costos trans carrot,Otros costos trans carrot,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,62100030,Maintenance Services,Maintenance Services,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,62300040,Lubricants & Fuel,Lubricants & Fuel,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,62300041,Diesel,Diesel,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,62300042,Gasoline; Gas,Gasoline; Gas,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,62300043,JP-1,JP-1,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,62300044,Filters,Filters,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,62300045,Fuel Oil,Fuel Oil,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,62300046,Greases,Greases,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,62400010,Materials & Supp. Tanks,Materials & Supp. Tanks,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,62400020,Maintenance Tanks,Maintenance Tanks,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,62410010,MATERIALES,MATERIALES,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,62600030,Maintenance Services,Maintenance Services,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,62900010,Rental Vehicles,Rental Vehicles,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,62900020,Rental Mach. & Equipment,Rental Mach. & Equipment,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,62900030,Real State Rental,Real State Rental,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,63100010,Materials,Materials,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,63100011,Tubes and Accesories,Tubes and Accesories,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,63100012,Meters,Meters,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,63100013,Valves,Valves,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,63100020,Maintenance Oil Lines,Maintenance Oil Lines,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,64100060,Chemicals,Chemicals,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,64100061,Crude Oil,Crude Oil,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,64100062,Water,Water,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,64100063,Corrosion,Corrosion,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,64100064,Scales,Scales,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,64100065,Bacteria,Bacteria,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,64100070,Other,Other,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,64100071,Material & Supp. Major Pumps,Material & Supp. Major Pumps,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,64100072,Minor Pumps,Minor Pumps,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,64100073,Mat. & Supp. Bottom (Nozzle; T,Mat. & Supp. Bottom (Nozzle; Thro,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,64200020,Testing,Testing,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,64200021,Serv de calibra aforo y v,Serv de calibra aforo y v,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,64200030,Special services,Special services,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,64200031,Slickline Services,Slickline Services,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,64200032,Crude Oil Analysis,Crude Oil Analysis,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,64200033,Other subsurface services,Other subsurface services,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,64200040,Rental Operations Equipment,Rental Operations Equipment,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,64200041,Pumps Maintenance,Pumps Maintenance,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,64300010,Christmas tree,Christmas tree,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,64300040,Mat. & Supplies Generators,Mat. & Supplies Generators,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,64300070,Mat. & Supp. Engines,Mat. & Supp. Engines,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,64300080,M&S Surface Eq. (VSD; XFM; Lin,M&S Surface Eq. (VSD; XFM; Lines),R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,64400010,Location maintenance - mesh /,Location maintenance - mesh / Geo,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,64400011,Mant. vias - Acu. CRIPEP,Mant. vias - Acu. CRIPEP,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,64400030,Flow lines maintenance,Flow lines maintenance,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,64400040,Maintenance Others Equipment,Maintenance Others Equipment,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,64400050,Well Services & Maintenance,Well Services & Maintenance,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,64400060,Engines Maintenance,Engines Maintenance,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,64500010,Oil Crude Fluctuation,Oil Crude Fluctuation,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,64500020,Other Inventory Adjustments,Other Inventory Adjustments,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,64500030,M&S Provision,M&S Provision,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,64500040,PROVISION INVENTARIOS,PROVISION INVENTARIOS,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65000010,Technical Services Charges HO,Technical Services Charges HO,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65000020,Administrative Services Charge,Administrative Services Charges H,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65000030,Stock Benefit Compensation HO,Stock Benefit Compensation HO,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65100010,Environmental  audit,Environmental  audit,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65100040,MAT & MEASUR EQUIPMENT,MAT & MEASUR EQUIPMENT,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65100065,HSEQ,HSEQ,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65100070,Community Ayds,Community Ayds,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65100071,Comm. Aids - Education,Comm. Aids - Education,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65100072,Comm. Aids - Health,Comm. Aids - Health,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65100073,Comm. Aids- Infraestructure,Comm. Aids- Infraestructure,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65100074,Productive Projects,Productive Projects,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65100075,Environmental Expenses,Environmental Expenses,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65100076,Arte;Recreacion y Cultur,Arte;Recreacion y Cultur,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65100077,Fortalecimiento Comunitar,Fortalecimiento Comunitar,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65100078,Fortalecimiento Instituc,Fortalecimiento Instituc,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65100080,Environment Contingencies,Environment Contingencies,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65110010,Occupational Health,Occupational Health,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65110011,Signalling,Signalling,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65110012,HSEQ Fire Equip.,HSEQ Fire Equip.,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65110013,HSE Spill Control,HSE Spill Control,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65110014,HSE Environmental Management,HSE Environmental Management,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65110015,Auditing,Auditing,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65110016,Studies and Monitorings,Studies and Monitorings,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65110017,Traning and Incentives,Traning and Incentives,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65110018,Mant Plantaciones foresta,Mant Plantaciones foresta,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65200020,Roads Maintenance,Roads Maintenance,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65200030,SPARE PARTS & MANT INST,SPARE PARTS & MANT INST,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65200040,Fuel & lubricants,Fuel & lubricants,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65400030,Personnel transport,Personnel transport,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65400040,SECURITY OTHER EXPENSES,SECURITY OTHER EXPENSES,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65600010,Service Industrial safety,Service Industrial safety,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65600020,Technical Assistance,Technical Assistance,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65600030,Joint Ventures Auditing,Joint Ventures Auditing,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65700020,Caterings & Lodging,Caterings & Lodging,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65700030,Field Repairs and maintenance,Field Repairs and maintenance,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65800020,Oil Pipeline  Transportation,Oil Pipeline  Transportation,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65800021,Material & Supp. Transportatio,Material & Supp. Transportation,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65800022,Oil Transportation Tax,Oil Transportation Tax,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65800023,Helicopter Rental,Helicopter Rental,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65800024,Helicopter Rental-Recovery,Helicopter Rental-Recovery,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65800025,Pumping Facilities,Pumping Facilities,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65800026,Flow Lines,Flow Lines,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65800027,Royalties Cost 8% COL$,Royalties Cost 8% COL$,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65800028,Tariff on Pumping Facilities,Tariff on Pumping Facilities,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65800029,Tariff on Pipeline&Flowlines F,Tariff on Pipeline&Flowlines Faci,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65800030,Ferry,Ferry,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65800031,Tariff on Production Equipment,Tariff on Production Equipment Fa,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65800032,Tariff on Oil Crude Refinery,Tariff on Oil Crude Refinery,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65900010,G&A Allocations,G&A Allocations,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65900020,Overhead- Administration,Overhead- Administration,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,65900030,Overhead Asigned to Operation,Overhead Asigned to Operation,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,67100010,WO Service Rig,WO Service Rig,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,67100050,WO Production Testing,WO Production Testing,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,67100060,WO Consulting & supervision,WO Consulting & supervision,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,67100100,WO repair work & abandon,WO repair work & abandon,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,67100120,WO Overhead,WO Overhead,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71100010,Salary,Salary,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71100011,Salary Factor Prestacional,Salary Factor Prestacional,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71100012,Integral salary - Non Taxable,Integral salary - Non Taxable,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71100013,Bonus,Bonus,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71100022,Vacations,Vacations,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71100023,Legal Bonus,Legal Bonus,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71100024,Severance,Severance,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71100026,Severance Interest,Severance Interest,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71100027,Indemizacion,Indemizacion,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71100028,Transportation Allowance,Transportation Allowance,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71100031,Caja Compensacion Familiar,Caja Compensacion Familiar,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71100032,ICBF,ICBF,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71100033,EPS,EPS,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71100034,ARP,ARP,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71100035,Pension Plan,Pension Plan,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71100036,Medical Expenses,Medical Expenses,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71100037,SENA Students,SENA Students,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71100038,Vacation Bonus,Vacation Bonus,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71100039,Mutual Fund,Mutual Fund,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71100060,Part Time People,Part Time People,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71100061,Institutional Salary Plan,Institutional Salary Plan,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71100062,Overtime,Overtime,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71100063,SENA,SENA,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71100064,HSEQ,HSEQ,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71100065,ROPA DE TRABAJO,CLOTHING,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71100068,Spot Bonus,Spot Bonus,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71200010,Professional Dues,Professional Dues,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71200020,Club Memberships,Club Memberships,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71200030,Conferences,Conferences,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71200040,Training,Training,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71300010,Airfare,Airfare,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71300011,Land Transportation,Land Transportation,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71300020,Hotel,Hotel,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71300030,Meals,Meals,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71300040,Security Services,Security Services,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71300060,Medical Expenses,Medical Expenses,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71300070,Entertainment,Entertainment,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71300090,Rental Car,Rental Car,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71400010,Office Rent,Office Rent,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71400014,Office Maintenance,Office Maintenance,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
inventoryAccount,71400015,File Storage,File Storage,R,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
